"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 23 21:52:38 UTC 2025","Sat Aug 23 21:53:18 UTC 2025","40479","Default Suite","FacialRecognition","FaceSignUpTest","FaceSignUpTest","testFaceSignUpAndLogin","testFaceSignUpAndLogin",""
